id,ORG,PERSON,GPE,DATE,PERCENT,ORDINAL,LOC,CARDINAL,MONEY,PRODUCT,TIME,WORK_OF_ART,NORP,LAW,LANGUAGE,FAC,EVENT,QUANTITY
op2kba,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
op2h1s,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op2gmt,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
op2c9u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op2bs2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op2bhr,1,0,0,0,0,3,2,2,0,0,1,0,0,0,1,0,0,2
op2b9r,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
op29pm,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
op27tx,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
op266b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op22h3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op22ev,3,0,5,7,6,0,0,3,0,0,3,0,1,0,0,0,0,0
op226m,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
op1xiq,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
op1wyo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opby3e,14,13,0,5,1,3,0,4,1,3,0,1,0,0,0,0,0,0
opbxh6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbxnd,2,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
opbxaa,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbx5l,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbwli,15,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
opbwa6,12,10,2,0,0,0,0,5,0,0,0,0,3,0,0,0,0,1
opbvvd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbv9w,35,6,3,18,3,4,2,7,7,1,0,1,1,0,0,1,0,0
opbu4t,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbtob,12,2,8,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0
opbte2,8,4,2,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0
opbss9,18,6,4,8,0,4,1,8,1,1,2,0,2,0,0,0,0,0
opbsi0,16,2,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0
opbrxb,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
opbray,8,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
opbq26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbg2c,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbg21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbf5x,28,5,0,75,13,5,0,24,25,1,0,0,0,3,0,0,0,0
opbegt,21,1,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
opbebi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
opbc84,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbc05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbbsz,43,30,70,26,5,5,11,16,6,0,0,0,5,0,0,0,0,0
opbb2v,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
opbaqn,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opbahr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opba82,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opb93t,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
opb8ib,17,1,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
opb50c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opb400,32,7,8,9,2,1,0,5,7,4,1,2,0,0,0,0,0,0
opb2hz,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opb1pl,22,23,8,1,1,0,0,4,2,0,0,1,5,0,0,0,0,0
opb04b,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
opayo6,10,5,2,7,1,3,0,1,1,0,0,0,0,0,0,0,0,0
opaycr,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opaxms,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opax20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
opax0p,0,0,0,1,2,0,0,3,1,0,1,0,2,0,0,0,0,0
opawq9,5,0,3,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0
opath1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opat7j,12,3,2,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0
opaog7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
opan3r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opamyw,28,17,6,8,0,5,0,3,8,0,2,1,2,0,0,1,1,0
opih9y,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opgtpo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opifvb,41,5,6,3,0,6,1,11,0,0,0,1,0,1,0,0,0,0
opieoj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opiea1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opiddw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opidae,13,4,0,4,0,0,0,4,0,3,1,1,0,0,0,1,0,0
opid5a,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0
opicua,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
opics7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opic5m,20,4,1,3,0,4,3,2,0,0,1,0,0,0,0,3,1,0
opibci,4,0,0,13,0,0,1,2,0,6,2,0,0,0,0,1,0,0
opiavm,6,0,0,8,1,1,0,7,0,0,0,0,0,0,0,0,0,0
opi9so,22,4,0,9,4,1,0,1,8,1,0,1,0,0,0,0,0,0
opi7sr,6,7,1,7,0,1,0,3,0,0,1,0,3,0,0,0,0,0
opi759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opi6d5,1,0,0,3,0,2,0,7,0,0,0,1,0,0,0,0,0,0
opi4s2,14,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
opi3wf,33,12,3,7,0,1,0,6,4,0,0,1,0,0,0,0,0,0
opi34x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opi0lz,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
opi015,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ophzae,15,6,5,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ophyf3,30,3,1,10,0,4,0,2,2,0,1,0,0,0,0,0,0,0
ophws6,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
ophw8w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ophv2a,3,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
opht7b,9,5,0,6,2,0,0,1,4,0,1,0,4,0,0,0,0,0
ophs38,9,3,0,1,0,0,0,6,0,0,0,0,0,2,0,0,0,0
ophrgh,14,9,3,13,0,1,0,5,5,2,2,7,0,0,0,0,0,0
ophqmp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ophqjd,16,2,10,11,0,0,0,6,1,0,0,1,10,0,0,0,0,0
ophqam,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ophoaw,11,2,2,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0
ophnsk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ophmh1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ophjyb,22,2,0,7,0,2,0,4,2,0,0,0,0,0,0,0,0,0
ophhbs,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ophh82,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
ophh4x,29,5,2,3,0,0,0,4,2,0,0,0,1,0,0,0,0,0
ophf95,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ophf81,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ophdk4,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
ophddh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ophcbm,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ophbhm,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ophaww,12,5,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0
oppuo2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
oppqye,27,3,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0
oppqp3,28,6,2,5,1,1,0,4,3,0,0,0,0,0,0,0,0,0
oppqfa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oppqas,1,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
oppng0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
oppn28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oppmqs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oppm4n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oppkx8,20,2,0,27,0,1,0,19,3,1,0,0,0,0,0,0,0,0
oppjvt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oppef9,1,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
oppe03,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
oppdil,25,3,1,5,0,4,0,3,0,0,0,0,0,0,0,0,0,0
oppcq5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opp8sr,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opp8di,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
opp8al,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opp694,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
opp563,4,3,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0
opp4is,10,3,0,4,0,0,0,5,1,0,0,0,0,0,0,0,0,0
opp48l,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
opp46x,7,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0
opp3ux,17,4,3,8,20,3,0,2,22,2,1,0,0,0,0,0,0,0
opp22n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opp19b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opp0wa,24,10,6,9,0,2,1,11,2,2,1,4,1,0,0,1,0,0
opp02l,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
opozgy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opoz95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opoycs,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
opoxys,33,4,10,10,2,0,0,9,11,0,0,0,0,0,0,0,0,0
opowq5,8,5,0,6,3,0,0,1,3,0,0,0,0,0,0,0,0,0
opowb8,13,10,4,12,1,3,1,2,1,0,0,1,1,0,0,0,0,0
opovwt,21,1,1,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0
opoved,10,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opot2f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opos98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opos1o,20,6,2,18,5,3,0,6,17,1,3,0,1,0,0,0,0,0
opoqa7,16,5,13,5,1,0,0,9,0,0,0,0,0,0,0,0,0,0
opoq7i,12,2,1,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0
opopa6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
opop8u,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oponuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opons2,28,3,2,5,0,1,0,2,4,0,0,0,0,0,0,0,0,0
opomo7,6,13,3,5,0,1,0,1,0,2,0,0,0,0,0,1,0,0
oprtqi,1,0,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0
oprtn0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oprqvz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oprqaw,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opro4q,29,5,3,8,0,1,0,5,3,0,0,0,0,0,0,0,0,0
oprm4r,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
oprfph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oprfma,11,0,0,11,3,0,0,4,0,0,0,0,0,0,0,0,0,0
oprdot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oprci5,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oprayc,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
opraht,7,2,3,11,13,1,0,6,5,0,0,0,4,0,0,0,0,0
opr721,5,0,0,5,0,1,0,3,3,0,0,0,0,0,0,0,0,0
opr49j,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opr1r7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opr1ln,18,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
opqxqp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opqucg,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
opqths,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opqtdn,4,0,0,3,0,0,0,1,8,0,0,0,0,0,0,0,0,0
opo2ra,7,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0
opqolg,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
opqmwq,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opqmof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opqm72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opqlbi,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
opqkay,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
opqjrt,3,7,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0
opqjbj,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opqdqq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opqd6j,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opqcwo,12,2,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0
opqbxd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opq99d,11,3,0,6,4,1,0,3,8,0,0,1,0,0,0,0,0,0
opq85j,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
opq7wx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opq7we,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
opq5vy,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
opq5jk,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
opq5eg,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opq2mo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opq2ix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opq21b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oppxfr,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oq0g4g,13,4,10,3,0,0,0,9,0,0,0,0,1,0,0,0,0,0
oq0g3i,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
oq0fsz,11,0,6,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0
oq0f95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oq0f51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oq0f3k,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oq0ew6,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0
oq0elm,36,17,5,4,4,1,0,1,0,2,0,0,0,0,0,0,0,0
oq0dq8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oq0ajk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oq07xt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oq06zd,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
oq05zo,3,0,6,10,0,0,0,4,1,0,0,0,7,0,0,0,0,0
oq03ms,16,2,1,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0
oq03gp,13,1,0,5,3,1,0,3,8,0,0,0,0,0,0,0,0,0
oq0324,15,6,3,2,1,3,0,9,1,3,0,0,1,0,0,0,0,0
oq0293,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
opzza5,1,2,2,3,0,0,0,4,2,0,0,0,1,0,0,0,0,0
opzy49,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
opzvni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opzvcq,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
opzv77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
opzv4z,22,9,8,2,3,0,0,3,0,0,0,0,0,1,0,1,1,0
opzuui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opzuhd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opzt43,6,0,0,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0
opzsuw,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
opzrjd,26,10,0,5,0,1,0,3,2,5,0,1,1,0,0,1,0,0
opzrej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opzq5c,11,1,2,7,0,1,2,1,1,1,1,0,1,0,0,0,0,0
opzojy,5,3,0,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0
opznnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opzkmb,4,23,1,6,1,0,1,1,3,0,0,0,0,0,0,0,0,0
opzgjt,2,0,0,4,0,1,0,6,4,0,0,0,0,0,0,0,0,0
opzflc,6,0,4,7,2,2,0,3,0,0,0,0,7,0,0,0,0,0
opzeyw,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
opzey2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
opzej6,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
opzc9q,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opz9lf,7,1,1,2,0,0,0,5,3,0,1,0,0,0,0,0,0,0
opz6wc,15,0,0,5,0,2,0,5,3,0,0,0,0,0,0,0,0,0
opz6ob,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
opz49x,41,36,47,24,0,2,3,13,10,0,4,0,5,0,0,0,0,0
opz2kc,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
opz0bb,15,0,5,27,12,1,0,3,13,0,1,0,0,0,0,0,0,0
opyxvq,15,2,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
opywbp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oq78tc,24,7,2,10,6,2,0,3,8,1,0,0,0,0,0,0,0,0
oq7678,10,11,9,6,0,3,0,0,2,0,1,1,1,0,0,0,0,0
oq75m9,9,23,6,8,0,0,0,6,3,3,1,0,3,2,0,0,0,0
oq74p9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oq72hj,9,1,0,3,1,0,0,1,3,0,1,0,0,0,0,1,0,0
oq70kn,17,4,8,12,1,1,1,10,2,1,0,0,0,0,0,0,0,0
oq6zad,8,2,0,5,4,0,0,11,3,0,0,1,0,0,0,0,0,0
oq6yvm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oq6yey,11,10,4,6,0,2,0,5,5,0,0,1,0,0,0,0,0,1
