id,DATE,CARDINAL,ORG,GPE,PERSON,FAC,NORP,ORDINAL,LOC,PERCENT,TIME,PRODUCT,MONEY,WORK_OF_ART,EVENT,LAW,QUANTITY,LANGUAGE
pu5k7w,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pu12ko,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pu6ev3,8,5,7,0,12,0,1,0,5,0,0,2,0,1,0,0,0,0
pu6qsy,9,2,8,1,5,0,1,0,0,2,0,0,11,0,0,0,0,0
pu2lil,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pu0mjs,4,1,21,0,12,1,1,4,3,0,0,0,0,0,0,0,0,0
ptzob1,1,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0
pu5xue,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ptyx4q,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pu53u6,0,3,5,3,0,0,5,0,0,6,0,0,0,0,0,0,0,0
pu38s9,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
pu6wkv,1,0,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
pu5g9b,13,8,19,2,8,0,0,1,0,3,1,1,4,0,0,0,0,0
pu4vi8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pu432p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pu41zk,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pu2jx8,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pu6mhi,4,4,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
pu73br,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
pu1ye5,2,3,20,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0
pu0ile,0,2,5,1,3,0,0,2,0,2,0,1,1,0,0,0,0,0
pu8u73,4,2,28,6,2,1,5,2,0,0,0,0,3,0,0,0,0,0
pu6z5f,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pu85y9,9,1,7,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
pu635b,3,3,12,4,13,0,0,0,0,1,0,0,0,0,0,0,0,0
pu7v3b,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
pu6wzb,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pu81rh,4,10,17,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0
pu8rmu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pu5a7b,19,6,10,1,5,0,0,0,0,6,0,2,6,0,0,0,0,0
pu861c,1,0,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
pue13a,2,0,3,1,0,0,6,0,0,1,0,0,3,0,0,0,0,0
pu9e0o,0,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
pub1p9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pugq7m,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
puh90n,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puf0kv,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
puhj6y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pucl3b,20,1,13,3,0,0,3,1,1,2,2,0,3,0,0,0,0,0
pufrz8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pugvk6,7,3,0,0,1,0,0,1,0,2,1,0,1,0,0,0,1,0
puf7no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pufu8a,7,3,12,2,1,0,2,1,0,0,1,0,1,0,0,0,0,0
puf59n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pue5mw,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pugjb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pug3zz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puddci,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
pu9im4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puhfb9,6,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
pugu38,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pubs5t,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pub6j2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puhlts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pugosq,1,2,8,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
pufe9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puget7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pueogo,20,2,31,20,16,0,2,0,1,3,0,0,7,0,0,0,0,0
puhphl,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
pug21t,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puhidt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puhhwi,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
puihhq,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puixu4,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pukei3,5,3,2,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0
pul3v0,3,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
puk3md,1,12,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
pujzsr,12,2,10,1,6,0,1,0,2,5,0,0,0,0,0,0,0,0
punign,0,7,4,2,2,0,1,0,0,2,0,0,0,1,0,0,0,0
puj24p,3,0,4,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0
pujajo,2,0,5,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
pul8og,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
pulnwk,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puj0pn,3,2,5,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
pul0io,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
punrvu,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pumwqi,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pul0vt,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puna0x,1,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
pukp3x,0,8,0,0,0,0,1,0,0,7,0,0,2,0,0,0,0,0
puijcb,2,13,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
pulobu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pukehv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pumwj8,5,3,9,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
pun80g,4,2,12,0,8,0,23,1,0,2,0,0,0,4,0,1,1,0
pujqbd,7,2,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
pukrpt,1,1,4,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0
pum2y7,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
pumc8e,1,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
pukv2p,2,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
pum8oz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puinat,2,2,8,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0
pusrg0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purm7b,2,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
pusksh,2,4,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
puosc9,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puqil2,3,1,3,0,8,0,0,1,0,0,0,1,1,0,0,0,0,0
puu3tm,7,0,20,6,4,1,0,2,0,0,0,0,0,0,0,0,0,0
puqgss,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
pur0db,6,3,3,0,3,0,0,15,0,10,0,0,20,0,0,0,0,0
puq4gc,15,3,39,2,8,2,5,8,0,0,0,0,5,0,1,4,0,0
puptg1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pusjyi,7,0,23,19,7,0,2,3,1,0,0,0,0,1,0,0,0,0
puu74i,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
putr19,8,5,7,1,0,0,0,0,0,5,0,1,1,1,0,0,0,0
pusse6,5,1,1,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0
putrd8,2,2,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
purdaj,0,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
puo9t7,6,1,9,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0
purrcw,13,5,24,16,20,0,2,4,2,1,0,0,0,0,0,0,0,0
putqad,7,4,11,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0
puqqnp,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puu9oq,1,10,21,7,0,0,0,0,0,9,0,0,0,1,0,0,0,0
pup3zx,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
puv1lf,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
puvpez,1,7,3,7,6,0,0,0,0,2,1,0,1,1,0,0,0,0
puutys,2,3,7,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
puw3e2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
puup8n,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puuax4,3,0,1,7,3,0,2,0,1,0,0,0,1,0,0,0,0,0
puvu1s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puuh9n,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
puvvbr,7,1,15,0,5,0,2,0,1,1,0,0,5,0,0,0,1,0
pv1gj7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pv3cbb,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pv1jkx,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pv0sts,0,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
pv24bx,0,2,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pv2vkb,1,1,1,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0
pv3aye,1,1,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
pv40vm,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pv3gj6,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
pv1qlv,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pv2ajc,12,3,1,6,1,0,1,3,0,1,0,0,1,0,0,0,2,0
pv2yp2,19,10,20,0,2,0,0,3,0,0,0,1,9,0,0,0,0,0
pv4kk9,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pv432p,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puwwsw,6,1,15,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0
pv3oq6,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pux9kv,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
pv0t6v,9,5,13,1,5,0,0,0,0,2,0,4,5,0,0,0,0,0
pv01ui,5,2,6,1,2,0,0,2,0,2,0,0,7,0,0,0,0,0
puxmhc,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
pv3flf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puy4wn,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
puymqa,0,0,8,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0
pv1la1,8,2,13,18,15,0,2,1,0,1,1,0,3,0,0,0,0,0
pv1psc,2,11,16,0,2,0,0,0,0,2,0,1,7,0,0,0,1,0
pv4mue,3,5,14,3,17,2,0,1,1,0,0,3,2,0,1,1,0,0
pv465d,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pv2lfq,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
pv1rv5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pv7ljz,2,5,2,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0
pv6516,10,7,9,1,13,0,0,1,0,3,1,0,4,1,0,0,0,0
pv7coq,6,6,7,7,3,0,0,2,0,0,0,0,0,1,0,0,0,0
pv68pd,9,29,65,1,17,0,4,9,6,2,1,7,2,0,0,0,0,0
pv8ztk,0,3,8,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
pv5kzm,2,2,3,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0
pv7vrs,2,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
pv7sy9,4,1,16,33,16,0,8,0,0,0,1,1,1,1,0,0,0,0
pv9jbi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pv66md,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pv6twk,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
pv4zu0,4,0,1,4,1,0,2,3,0,1,0,1,0,0,0,0,0,0
pv8xi8,3,4,5,21,1,0,2,1,0,9,0,0,0,1,0,0,0,0
pv8fyh,6,3,3,2,6,0,1,0,0,0,0,0,6,2,0,0,0,0
pv6cob,2,1,8,19,8,0,1,0,0,0,0,0,0,0,0,0,0,0
pv597z,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pvadgs,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvaqv6,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
pv6r6o,1,2,2,11,2,0,10,0,0,4,0,0,1,0,0,0,0,0
pv4erf,10,1,9,4,7,0,3,2,0,4,0,0,4,0,0,0,0,0
pv7qsh,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
pv6k77,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
pvb3mk,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pv4tu0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pv8ztj,0,1,8,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
pv7q4r,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
pv8cjf,5,6,21,31,3,0,1,2,0,4,0,0,1,0,0,0,0,0
pvdw3b,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pvdztk,2,3,9,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0
pve2qi,3,0,9,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0
pvf7ok,14,6,13,13,3,0,1,2,0,2,2,2,3,0,0,0,0,0
pvgjad,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pvg38d,1,0,3,2,3,0,2,1,0,0,0,0,1,0,0,0,0,0
pvf3f7,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvffs8,2,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
pve557,67,30,57,6,35,0,5,2,0,0,0,0,20,1,0,1,0,0
pvfgz4,7,8,3,16,1,0,0,4,3,1,0,0,0,0,0,1,0,0
pvcrm8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvg817,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvgi0n,0,3,6,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
pvg9gf,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
pvh6an,1,3,45,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
pvg2z0,12,4,8,7,5,0,4,0,0,2,0,0,6,0,0,0,0,0
pvefm4,3,1,24,5,3,0,1,1,2,1,0,0,0,0,0,0,0,0
pvdo0z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvbyac,2,5,11,1,1,0,2,3,0,1,0,0,0,0,0,0,0,0
pvgf87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvh91k,6,8,3,3,0,0,0,0,0,2,0,0,5,0,0,0,0,0
pvfklr,3,3,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0
pvhir7,2,5,12,0,5,1,1,2,0,0,0,0,3,0,0,0,0,0
pvivzu,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvi4px,19,0,0,1,0,0,0,0,0,12,0,0,8,0,0,0,0,0
pviyhq,2,5,2,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0
pvj2nd,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvj87a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvi63o,7,2,15,1,3,0,0,1,0,0,0,2,0,0,0,0,0,0
pvkqaq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvke7v,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pvq3j1,6,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pvrohe,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pvr98n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvot90,2,13,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
pvr4m0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvpfyf,5,7,14,14,6,0,3,1,0,1,0,0,1,0,1,0,0,0
pvpcc3,18,7,26,1,3,0,0,0,0,3,2,0,7,2,0,0,0,0
pvouu4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvr2yx,3,0,11,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pvneig,0,1,8,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0
pvphna,34,3,2,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0
pvleyc,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pvkmms,2,0,8,2,3,0,0,0,0,2,0,0,0,2,0,0,0,0
pvqrhx,3,0,4,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
pvm95h,5,3,7,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0
pvqnjo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvqmtw,12,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pvpyx2,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
pvqxet,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvlk3m,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
pvpdy8,1,0,2,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0
pvqw7z,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
pvryrd,27,1,8,1,8,0,1,0,0,15,0,0,0,0,0,0,0,0
pvrydd,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvojzf,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pvqv3r,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvqsxu,0,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0
pvri5d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvsjxb,1,2,11,4,3,0,5,0,0,1,0,0,3,4,0,0,0,0
pvs5mt,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvwko4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0
pvthcr,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
pvwcw9,11,6,17,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0
pvuosb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvwav8,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pvtnqx,4,2,10,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
pvxn0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvs96h,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvxela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvx9jm,2,2,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
pvvh20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvuqwc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvxp94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvx4xc,5,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
pvwohd,2,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pvsj2e,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvu747,4,2,18,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0
pvvmww,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvtr5u,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvvp19,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pvrtml,5,4,9,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0
pvwywn,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvw9tv,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pvwv4f,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pw0kgt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pw02b7,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
pw1y97,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
pw1o4g,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
pw0prl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pw419t,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
pw3hwl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pw0pky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvysdu,0,0,17,3,9,0,0,2,0,0,0,2,3,0,0,0,0,0
pw17dc,9,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
pw1aa3,1,1,18,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
pvz2tj,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pw2ify,5,1,7,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0
pvzx0z,3,0,7,1,7,0,0,1,1,0,0,0,1,0,0,0,0,0
pvybhe,4,2,5,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0
pw4cfe,11,1,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
pw0mic,13,2,28,4,3,0,0,0,0,7,2,0,5,0,0,0,0,0
pw1aco,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pw4c4w,3,1,10,9,5,0,1,3,0,0,0,0,4,0,0,0,0,0
pw31ro,39,24,41,15,24,0,10,5,0,12,4,3,1,0,0,1,0,0
pw0ugr,10,7,40,11,18,1,0,4,4,0,0,0,0,1,0,0,0,0
pw1h2x,0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
pw3ns0,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
pw1wdn,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pw3i6d,9,21,19,8,5,0,5,3,0,0,1,0,5,0,0,0,0,0
pw4igb,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pw4ktn,3,3,13,6,0,1,0,2,0,0,0,0,3,0,0,0,1,0
pw68ix,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pw5u0q,3,6,22,7,4,0,2,3,1,0,0,0,0,1,0,0,0,0
pw6c9b,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
pw4nri,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
pw50tb,3,3,14,6,0,1,0,2,0,0,0,0,3,0,0,0,1,0
pw5rif,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pw5uj2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pw4wc8,3,2,9,4,5,0,2,0,0,0,0,0,1,0,0,0,0,0
pw5ox5,5,7,18,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0
pwcore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pwbrny,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pw81aw,0,3,18,2,7,1,0,3,2,1,2,2,4,0,0,0,0,0
pwdz60,1,9,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
pw7b0z,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pwe7d0,7,11,6,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0
pwe2r0,3,2,14,1,3,0,0,1,0,3,0,0,2,0,0,0,0,0
pwde6l,2,3,24,10,2,0,2,0,0,0,1,1,0,1,0,0,0,0
pwdrbb,9,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pwbhzl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pwd4it,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0
pw8l74,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pwe8cr,3,2,10,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
pw8j2l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pwcrpn,1,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pw9c4z,2,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pweabg,10,37,10,0,26,2,0,0,0,6,0,3,1,2,1,1,0,0
pwa5l6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pwbrbe,1,2,1,4,0,0,0,0,0,2,1,0,1,0,0,0,0,1
pw9uzm,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pweu8j,11,4,26,17,2,0,4,0,1,7,3,1,2,1,0,0,0,0
pwage7,5,7,3,11,0,0,0,1,1,4,0,0,0,0,0,0,0,0
pweajl,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pwe8ch,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pwcs29,1,0,8,1,9,0,0,0,2,0,0,1,0,0,0,0,0,0
pwd0te,4,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pwag84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pw70yn,3,6,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
pwdc72,4,2,9,9,2,0,1,1,0,6,0,0,1,0,0,0,0,0
pwcdor,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
