id,FAC,DATE,CARDINAL,GPE,ORG,PERSON,TIME,WORK_OF_ART,ORDINAL,LOC,NORP,PRODUCT,MONEY,LAW,EVENT,PERCENT,QUANTITY,LANGUAGE
os4fzt,9,9,4,7,7,5,0,0,0,2,0,0,0,0,0,1,0,0
osa2ur,2,3,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0
os4dd9,0,12,17,6,11,16,5,0,1,0,1,1,0,0,0,0,0,0
osakj2,1,4,1,16,4,7,0,0,0,1,0,1,0,0,0,0,1,0
os9a6j,0,14,5,11,11,8,0,0,0,0,7,0,0,0,0,0,0,0
osabmv,0,11,8,9,4,11,0,0,0,3,0,0,0,0,0,1,1,0
osb7ij,0,2,1,4,3,6,1,0,0,1,0,0,0,0,0,1,0,0
osb165,2,8,5,11,11,11,0,0,0,1,0,1,0,0,0,3,0,0
oscbxf,3,7,0,8,4,4,1,0,1,0,1,1,0,0,0,0,1,0
osbkl2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
osaelu,0,3,1,7,3,0,1,0,0,0,3,0,1,0,2,0,2,0
os9pgx,1,3,0,4,16,5,0,1,0,3,0,0,0,0,0,0,0,0
osc7sj,0,3,2,10,2,1,1,0,0,1,3,0,0,0,0,0,0,0
osdeke,0,6,5,3,4,4,4,0,4,1,0,1,0,0,0,0,0,0
osjkru,0,5,19,30,36,2,0,0,3,12,12,3,0,0,0,0,3,0
osfbfr,0,12,0,7,5,34,2,0,5,0,2,0,0,0,0,0,0,0
osjhcn,0,11,6,8,11,5,0,0,1,3,1,1,0,1,0,0,0,0
osjatg,0,12,7,16,19,17,0,0,4,0,0,0,0,0,0,1,0,0
osdmfp,0,8,7,5,5,5,1,1,1,0,0,1,0,0,0,0,0,0
osk0rj,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
osjc8b,0,2,0,4,6,10,1,1,0,0,0,0,0,0,0,0,0,0
osk5w8,0,10,9,9,8,15,0,2,1,1,0,0,0,0,3,0,0,0
osgw2w,1,31,8,10,25,37,0,6,1,1,2,0,1,0,1,0,1,0
osk4sl,0,1,7,7,5,3,1,0,0,0,2,0,0,0,0,0,3,0
osftke,3,6,4,8,12,6,3,0,0,1,0,0,0,0,0,0,0,0
oskj4m,1,3,1,12,7,7,0,1,0,1,4,1,0,0,0,3,0,0
osgyjt,23,32,18,7,33,65,8,1,5,0,0,1,0,1,0,0,0,0
oshl54,0,5,3,25,3,4,0,0,0,0,3,0,0,0,1,0,0,0
oshzy7,0,10,3,26,9,33,1,0,4,6,7,0,0,0,0,0,0,0
osd48b,0,7,1,12,6,3,0,1,0,3,2,0,0,0,1,1,0,0
osjhck,0,8,8,10,10,10,0,1,0,0,1,0,0,0,0,0,2,0
osids6,0,10,0,12,16,12,1,0,0,1,1,0,0,0,0,1,0,0
osj4j0,0,7,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
osmtgx,0,21,2,7,4,1,0,0,1,0,2,0,0,0,0,5,0,0
osn32h,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
osofpb,2,17,13,15,9,6,1,0,1,1,3,3,0,0,8,4,0,0
osqcmi,0,5,0,3,6,7,0,0,0,0,0,0,1,0,0,0,0,0
osktot,0,3,1,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0
osow3l,0,10,3,24,11,11,0,0,0,0,3,0,0,2,1,3,0,0
osn4i9,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
oskpkv,0,8,3,14,2,0,0,0,0,0,4,0,4,0,0,4,0,0
osm6xs,0,1,0,0,3,5,0,1,1,0,2,0,2,0,0,0,0,0
osmcna,0,9,6,9,15,7,0,0,0,0,2,0,0,0,1,0,0,0
osl1i0,0,9,0,5,5,7,1,0,0,0,1,0,0,0,0,0,0,0
osq6zz,0,5,2,0,7,6,0,2,0,0,0,0,0,0,0,0,0,0
oslmsg,0,2,0,2,5,1,1,0,1,3,0,0,0,0,0,0,1,0
osp254,0,4,2,11,22,4,1,0,0,0,2,0,0,0,0,0,0,0
osm2c6,0,5,0,10,20,3,0,0,1,2,8,0,1,0,0,0,1,0
osnmeg,0,5,4,4,1,7,2,0,0,0,0,0,0,0,0,0,0,0
osmpqg,0,4,0,6,8,11,2,0,1,0,0,0,0,0,0,0,0,0
osq76i,1,16,13,7,9,4,0,1,1,1,0,1,0,0,0,0,0,0
osr0pi,2,42,10,7,45,45,12,0,7,1,0,3,2,0,0,0,1,0
ossb6f,1,27,22,24,31,14,1,1,1,0,2,0,36,0,0,3,0,0
osrknr,0,4,0,3,8,1,0,0,0,2,0,0,0,0,0,1,0,0
osrygg,0,5,1,3,20,2,3,0,1,0,0,2,0,0,0,0,0,0
osrmmm,0,11,1,9,10,8,0,3,0,0,0,0,4,0,0,1,0,0
ostve8,0,8,13,3,8,17,1,0,1,0,3,0,1,0,0,0,0,0
ostmb2,0,6,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
osw9mu,0,17,2,16,10,7,0,0,0,0,2,0,1,0,0,0,0,0
osuzqv,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ost4r2,0,12,4,6,8,0,0,0,2,0,0,0,0,0,0,2,0,0
osu0zf,2,2,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0
osx6su,0,11,4,7,14,14,3,0,1,0,0,0,0,0,0,0,0,0
osvpt2,1,11,9,2,1,18,2,0,1,3,1,0,1,0,0,0,0,0
osuxix,0,7,2,0,5,11,0,1,0,0,0,0,0,0,0,0,0,0
osvqr6,0,6,7,2,14,2,0,0,0,0,0,0,5,0,0,0,0,0
osutqh,0,5,3,0,19,2,0,0,0,0,0,1,0,0,0,0,0,0
osx5hc,4,16,7,30,20,9,0,0,2,1,6,1,0,0,0,3,0,0
osxipi,0,7,2,5,16,6,0,0,0,0,0,2,0,0,0,0,0,0
osv977,0,13,9,15,24,1,0,0,1,0,0,0,3,0,0,0,3,0
osy24n,0,31,13,26,16,9,4,1,1,6,1,9,0,0,0,9,0,0
osyomc,0,7,3,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0
osz73n,0,0,0,2,3,9,3,0,0,0,0,0,0,0,0,0,0,0
osy61l,0,14,2,13,11,15,0,2,0,0,1,0,0,0,0,1,0,0
osx9oz,0,10,18,3,20,9,2,0,1,0,4,1,8,0,1,1,1,0
ot0jxi,0,14,9,13,27,16,2,1,1,5,2,2,0,0,0,1,0,0
oszrhd,0,3,23,43,14,0,1,1,0,2,6,0,1,0,0,0,0,0
ot0i0q,0,14,5,8,33,22,1,0,0,0,0,1,0,0,0,0,2,0
ot5r1k,1,14,3,11,6,22,0,0,0,0,1,0,0,0,0,0,0,0
ot4wz8,0,17,4,9,19,21,5,14,2,0,0,0,0,0,0,0,0,0
ot4z14,0,8,1,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0
ot5fdh,0,11,7,2,4,13,0,0,2,4,3,1,1,0,0,0,0,0
ot6sar,0,5,0,4,11,14,0,0,0,0,8,1,0,0,0,0,0,0
ot503m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ot1f9m,0,5,9,9,3,2,1,2,0,0,2,0,0,0,0,0,0,0
ot30ht,0,5,2,5,6,4,0,0,0,1,0,1,0,0,0,1,0,0
ot1is8,1,6,12,4,15,4,4,0,1,0,0,1,0,0,0,0,2,0
ot4i9v,1,12,16,82,27,9,0,0,7,1,14,3,0,0,2,0,6,0
ot7smb,0,29,12,10,29,7,0,1,4,2,2,0,0,0,0,7,0,0
ot9k74,0,14,4,4,27,8,2,0,16,3,0,0,0,0,0,5,0,0
ot90id,0,24,4,20,10,30,1,1,3,0,0,0,0,0,1,0,0,0
ot8q69,1,4,3,4,19,11,0,1,0,5,1,0,1,0,0,0,0,0
ot99q8,0,6,5,5,8,3,0,0,1,0,0,3,1,1,0,0,0,0
otb72s,0,7,10,2,24,4,0,2,0,0,2,1,0,1,0,2,0,0
otdn9l,0,3,0,4,4,2,0,0,1,0,0,1,0,0,0,0,0,0
otcoms,0,9,1,4,2,4,0,0,1,0,0,0,1,0,1,2,0,0
otbvda,0,8,2,1,7,4,2,0,0,0,0,0,0,0,0,0,0,0
otbd4n,3,8,1,20,8,1,1,0,2,1,0,0,0,0,0,0,8,0
otb2js,0,8,3,6,10,7,1,0,1,0,1,0,4,0,0,0,0,0
ot8i2k,0,0,3,2,1,3,0,0,0,1,1,0,0,0,0,0,0,0
otgmd8,0,3,0,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0
oti7s8,0,3,0,8,6,1,0,0,1,0,0,1,0,0,0,0,0,0
otgvbu,0,6,1,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0
otg3f7,0,3,1,1,7,2,2,0,1,0,0,0,0,0,0,0,0,0
oth42k,0,8,4,0,4,19,0,0,0,0,0,0,1,0,1,0,0,0
otfycw,0,16,3,12,11,35,1,0,2,0,2,4,1,0,0,0,0,0
otix6c,0,6,0,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0
otixmm,0,3,2,2,4,2,0,0,0,0,2,1,0,0,0,1,0,0
otj4kh,0,13,1,4,12,3,0,0,0,0,1,0,0,0,0,1,0,0
otfk3f,1,12,2,7,8,28,0,1,1,0,10,0,0,0,0,0,0,0
otku26,2,22,6,10,6,18,0,0,0,0,2,1,0,0,0,0,0,0
otjqwv,0,9,4,1,12,8,0,1,1,4,1,4,0,0,0,2,0,0
othoio,0,23,3,6,22,18,1,0,1,0,0,0,0,0,0,0,0,0
otfspx,0,8,0,1,6,2,0,1,0,0,3,1,0,0,0,0,0,0
otl7ru,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otkx0c,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
oti5ur,0,19,2,7,21,18,1,1,0,1,5,0,1,0,0,2,0,0
otevfb,0,2,2,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0
otllx1,0,4,2,0,2,11,0,7,1,0,0,0,0,0,0,0,0,0
otldlg,1,4,4,14,3,0,0,0,1,7,0,0,0,0,0,3,6,0
othguh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otl6nh,0,20,6,20,18,20,0,9,1,0,1,0,0,0,0,0,0,0
otmtwv,0,17,12,26,18,18,1,0,4,0,2,1,0,0,0,0,0,0
otm8f7,1,15,6,8,8,15,0,0,0,0,1,1,0,0,0,4,0,0
otn2fc,0,12,4,9,23,5,0,0,3,1,2,1,5,0,0,0,0,0
otlp8t,2,3,4,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0
otlqbe,0,9,5,2,6,2,0,1,0,15,0,0,0,0,0,0,4,0
otn8hf,0,7,0,8,6,0,0,0,0,1,0,2,0,0,0,0,0,0
otohmr,0,7,1,6,3,1,0,0,0,0,0,1,0,0,0,2,0,0
otsa9a,0,0,6,20,7,0,5,0,4,0,0,0,0,0,0,0,12,0
otntmz,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0
otu5a0,0,5,1,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0
otnyx0,3,5,3,2,22,2,5,0,2,0,0,0,0,0,0,0,0,0
otu2jy,2,7,12,4,13,17,1,0,0,0,0,0,8,0,0,0,0,0
otut4y,0,2,1,3,3,0,0,0,0,0,2,0,3,0,0,0,0,0
ottt6e,0,1,1,0,8,1,0,0,0,0,1,0,0,0,0,1,0,0
otqngm,1,5,0,5,5,2,1,0,0,0,0,0,1,0,0,0,0,0
otv3yb,0,9,9,33,8,2,8,0,0,5,0,0,2,0,0,0,7,0
otqhqk,0,10,9,13,9,18,0,0,0,0,0,0,0,0,0,0,0,0
ottq77,0,5,1,29,14,9,0,0,0,1,8,0,0,0,0,0,0,0
otr6fs,0,4,1,2,8,2,0,0,2,0,1,1,1,0,0,0,0,0
otpsko,0,4,0,1,19,3,0,0,1,0,2,0,2,0,0,0,0,0
otns68,1,7,2,2,8,6,9,0,1,1,2,0,0,0,0,0,0,0
otxd1d,0,8,0,3,9,7,0,0,0,0,1,1,0,0,0,0,0,0
otwok3,0,9,4,7,8,14,1,0,0,0,0,0,1,0,0,0,0,0
otvo4m,0,6,4,9,6,14,0,1,0,0,2,0,4,0,0,0,0,0
otwjlv,1,8,3,4,25,9,1,0,0,0,5,0,1,0,0,0,0,0
otxj8x,0,1,0,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0
otzar1,0,12,9,3,7,6,2,0,0,0,0,1,0,0,0,0,0,0
otyraq,1,21,5,10,42,12,2,1,1,0,9,0,28,0,0,0,0,0
otxvd5,0,3,2,9,2,2,0,0,0,1,1,0,0,0,0,0,2,0
otvuh9,0,8,3,5,3,7,1,1,1,0,1,1,0,0,0,0,0,0
ou0acg,1,5,1,2,9,7,0,0,1,0,0,0,0,0,0,2,0,0
otwrlk,0,8,3,6,18,16,0,0,0,0,4,0,0,0,1,0,0,0
ou01zz,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0
ou0dub,0,7,4,7,4,5,0,0,1,0,0,0,6,0,0,0,0,0
otz99c,0,1,5,5,3,4,0,0,2,0,0,0,0,0,0,0,0,0
otws30,0,19,6,3,7,1,0,0,0,0,0,1,3,0,0,11,0,0
otz4vy,0,10,13,14,13,3,0,0,2,1,0,0,0,0,0,1,1,0
otwa68,0,10,12,8,16,1,0,0,0,0,1,0,1,0,0,0,0,0
otysmr,0,8,1,4,2,5,0,0,0,0,2,0,2,0,0,0,0,0
ou0whd,0,15,5,12,17,6,0,0,0,0,2,0,0,0,0,0,0,0
otzwd1,0,4,3,15,7,4,0,1,1,0,8,0,0,0,0,0,0,0
otza7d,0,21,3,16,31,14,0,0,0,2,2,0,5,0,0,6,0,0
ou4i89,1,2,0,1,20,6,0,1,0,0,2,1,0,0,0,0,0,0
ou1swu,0,1,4,4,5,4,0,0,0,0,0,0,3,0,0,0,0,0
ou30lm,2,9,10,3,18,19,1,0,0,0,0,0,1,0,0,0,0,0
ou6qj2,0,11,5,6,14,5,0,0,0,0,0,0,0,0,0,3,0,0
ou2r5i,1,8,2,7,5,4,1,0,0,2,0,0,0,0,0,0,0,0
ou4y4s,2,1,2,5,15,8,0,0,0,0,2,0,1,0,0,0,0,0
ou7foo,0,7,2,8,9,9,0,0,0,1,0,1,0,0,0,2,0,0
ou6d8o,4,25,16,24,17,11,0,0,0,4,5,4,0,0,0,1,0,0
ou3oon,0,6,20,2,6,2,0,1,0,0,0,0,0,0,0,2,0,0
ou2wtf,1,25,20,14,50,11,0,0,2,0,0,2,1,0,0,1,0,0
ou6pgk,0,15,7,21,20,15,0,0,0,0,0,2,0,0,0,0,0,0
ou4ro1,0,26,13,11,6,15,0,0,1,5,1,0,2,0,1,0,18,0
ou6ghm,2,10,1,12,8,7,1,0,3,1,0,0,0,0,0,2,0,0
ou5run,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ou5r8z,0,3,1,4,8,18,0,0,1,0,0,0,0,0,0,0,0,0
ou28sc,0,12,0,5,39,7,0,0,0,0,1,3,0,0,0,3,0,0
ou5e5y,0,3,3,2,12,12,0,0,2,0,0,1,0,1,0,0,0,0
ou6cgi,0,16,8,14,13,12,0,0,3,4,2,0,3,0,0,0,3,0
ou1vos,3,8,2,8,9,14,6,0,2,1,1,0,1,0,0,0,2,0
ou8myq,0,12,1,13,5,5,0,0,1,1,0,0,1,0,0,0,2,0
ou2r15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oua58v,0,19,10,5,17,21,1,0,1,1,0,1,0,0,0,7,0,0
ou96tm,0,7,2,7,3,9,1,0,0,0,0,2,0,0,0,0,0,0
ouailg,0,19,14,10,22,37,1,0,2,0,3,3,0,0,0,3,0,0
ou7r4t,0,8,0,2,6,3,0,0,0,2,0,0,0,0,0,0,0,0
ou8yve,0,10,9,4,6,14,0,0,0,2,3,0,0,0,0,1,1,0
ou6rhg,0,5,5,5,8,5,0,0,0,0,2,0,2,0,0,0,0,2
ou6n1r,1,9,4,5,4,18,2,0,0,0,0,0,0,0,0,0,0,0
oubpxe,0,0,0,1,4,0,0,2,0,0,0,1,0,0,0,0,0,0
ouhwtz,0,6,3,5,10,3,0,0,1,3,0,0,1,0,0,0,0,0
oubacb,19,16,23,11,6,11,3,2,2,1,0,0,0,0,0,0,0,0
oudo0z,2,17,15,11,14,3,0,0,0,6,0,0,3,0,0,1,7,0
ouf6u7,0,13,2,5,10,27,0,1,0,0,0,0,0,0,0,0,0,0
oug5er,1,23,22,50,35,16,0,0,3,2,3,3,5,0,0,0,1,0
oucpo4,0,4,4,2,7,9,0,1,0,0,2,5,0,0,0,0,1,0
ouaqno,1,3,0,2,10,2,2,0,0,0,0,0,0,0,0,0,0,0
oubn1d,0,3,6,3,14,12,0,1,0,0,0,0,0,0,0,0,0,0
oug02j,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
oui8cr,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ouh7is,1,15,5,11,7,2,2,0,0,1,1,0,1,0,0,0,0,0
ouat4x,0,8,6,13,25,14,0,1,0,2,3,1,0,1,1,1,0,0
oujeqa,2,15,9,12,13,13,2,1,2,0,0,0,1,0,0,0,0,0
ouiurw,0,10,10,1,10,19,2,0,0,0,0,0,0,0,0,0,1,0
ounl7x,0,4,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0
oull14,6,9,2,3,6,4,2,0,1,0,0,2,0,0,0,0,0,0
ouicgv,0,1,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0
ouk8xp,0,4,0,3,17,5,0,0,0,1,0,0,4,0,0,0,0,0
ouj3jf,0,9,0,5,8,21,11,0,0,0,0,0,1,0,0,0,0,0
oukws9,0,8,0,3,9,8,0,0,0,1,2,2,0,0,0,0,0,0
ouj833,0,7,3,9,1,10,0,0,3,0,3,0,0,0,0,0,4,0
oumlpc,0,18,4,2,20,17,3,0,4,0,1,0,0,0,0,1,7,0
ouit8c,0,7,8,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ounnp2,0,7,4,7,12,8,0,0,2,0,0,1,0,0,0,0,0,0
oukx4a,0,2,2,1,5,2,0,0,2,0,0,0,0,0,0,0,0,0
oumtm1,0,8,0,6,1,7,0,0,1,0,0,0,0,0,0,0,0,0
oumyos,3,7,8,6,10,7,3,0,0,0,0,0,0,1,0,0,0,0
oummd9,1,2,1,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0
ounres,1,5,0,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0
ouml5p,0,16,3,2,3,1,0,0,2,0,2,0,2,0,0,11,0,0
oukl2n,0,13,0,1,7,0,0,0,0,0,0,0,0,0,0,17,0,0
oulvo3,1,3,2,4,5,3,2,0,1,0,0,0,0,0,1,0,0,0
ouoi8t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ouj7yg,1,0,1,4,13,3,1,0,0,0,0,0,0,0,0,0,1,0
oukanv,0,2,1,8,2,1,0,0,0,3,0,0,0,0,0,0,0,0
ouhg2c,0,5,3,20,7,4,0,0,0,4,4,0,0,0,0,0,1,0
oun9ty,0,18,16,1,16,9,2,2,3,1,0,0,0,0,0,0,0,0
ouk86j,5,19,6,60,28,17,2,0,2,16,22,0,0,0,0,0,1,0
ounl3n,1,11,6,3,6,6,0,0,0,0,0,1,0,0,0,0,0,0
ounj00,0,3,2,6,13,5,0,0,0,1,0,1,0,0,0,0,3,0
oujx5q,0,10,8,7,20,22,0,0,0,3,15,1,0,0,0,4,0,0
oun020,0,11,3,7,7,12,0,0,2,0,1,0,5,0,0,0,0,0
ouqyz0,0,9,1,6,2,1,0,0,0,0,1,0,3,0,0,0,0,0
oup7vn,0,5,3,4,10,0,0,0,1,3,0,0,0,0,0,1,0,0
outcqz,1,3,0,2,3,1,2,0,0,0,0,1,0,0,0,0,0,0
ouq9o9,3,21,12,21,42,25,3,0,2,9,2,1,0,0,0,6,0,0
out0zn,0,4,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0
ouutyu,0,4,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0
ousj6y,0,7,17,11,12,6,0,0,0,1,0,2,0,0,0,8,0,0
ouspux,1,22,29,14,10,3,19,0,2,4,0,1,0,0,0,0,0,0
out1ft,1,18,7,5,15,15,1,0,1,0,1,1,0,0,0,1,0,0
out2z4,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
ouq7ck,0,4,0,3,14,0,0,0,1,1,3,0,2,0,0,1,0,0
oupcsf,0,12,7,8,32,11,0,0,1,1,2,0,0,0,0,1,0,0
ourb4b,0,18,3,30,9,17,0,0,0,0,0,0,2,0,0,0,0,0
ous4cu,0,2,0,8,7,2,0,0,2,1,1,0,0,0,0,0,0,0
outtoj,1,7,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0
oure78,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ouv8qo,0,7,2,1,14,10,1,3,0,0,0,0,0,0,1,0,0,0
ouv6cl,0,12,5,9,7,26,0,0,0,0,0,0,2,0,0,1,0,0
ouvun6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outyzz,2,12,8,2,18,7,0,0,0,0,0,0,0,0,0,0,0,0
ouwdn3,0,6,9,8,13,14,1,0,0,0,0,0,0,0,0,1,0,0
ouw4px,0,21,9,3,15,9,0,0,1,2,1,0,0,0,1,2,0,0
ouwlnk,0,12,6,11,6,8,1,0,0,0,1,1,0,0,0,0,0,0
ouw0s6,0,8,2,18,9,12,1,0,1,2,2,1,0,0,0,0,0,0
ouu06t,0,13,0,1,13,3,0,0,0,0,0,0,0,0,0,10,0,0
ouwylm,0,5,4,8,16,38,2,0,0,0,0,5,0,0,0,0,0,0
outlx5,1,12,6,6,3,28,0,0,3,1,0,0,1,0,0,0,0,0
ouuasw,3,4,0,2,3,3,0,0,3,0,0,0,1,0,0,0,0,0
ov26yq,0,5,4,12,4,19,0,0,5,0,0,0,2,0,0,0,0,0
ov1799,0,6,9,7,3,5,0,0,1,0,0,1,0,0,0,3,0,0
ov2yl5,0,17,9,10,13,25,3,1,3,0,11,0,0,1,0,0,0,0
ouzl82,1,2,2,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0
ov287q,0,5,0,6,1,1,0,0,0,0,2,0,1,0,0,0,0,0
ov2yti,1,17,10,14,8,10,0,0,3,2,0,0,0,0,0,6,0,0
ov459y,0,4,2,4,8,7,0,1,2,0,0,0,0,0,0,0,0,0
ouydih,2,14,5,16,27,5,0,0,1,2,6,0,0,0,0,1,0,0
ov3e0x,0,25,8,9,28,14,1,0,1,0,9,0,4,0,0,0,0,0
ov4nb7,0,30,18,6,27,58,1,0,2,0,1,0,1,0,0,0,0,0
ouzulf,1,4,7,1,13,2,2,0,0,0,0,0,0,0,0,0,0,0
ov21u5,0,8,13,7,8,17,0,0,0,0,7,1,0,0,0,0,0,0
ov4a4w,0,3,5,7,7,2,0,1,0,0,1,0,3,0,0,0,0,0
ov2uzg,0,9,7,3,17,12,0,0,4,1,0,2,0,0,0,0,0,0
ov4mub,0,3,6,3,19,11,1,2,0,4,6,0,0,0,0,1,0,0
ov5772,3,16,14,20,12,14,2,1,0,9,4,0,0,0,0,2,2,0
ov1srx,0,9,12,9,24,31,2,1,1,7,7,0,0,3,0,0,0,0
ouz0l4,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
ov0dma,0,32,57,22,14,7,3,0,1,10,0,2,0,0,0,5,1,0
ov0jyn,0,7,1,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0
ov0ubl,0,15,14,29,9,5,0,0,0,9,3,1,0,0,0,0,2,0
ov6pmw,1,7,5,4,7,2,2,1,0,0,0,1,0,0,0,0,0,0
ov5f77,2,6,5,5,15,13,1,0,0,0,0,1,0,0,1,0,0,0
ov7nya,0,18,7,12,16,15,0,2,2,5,6,0,0,0,0,4,0,0
ov5we5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ov73wa,0,29,22,25,29,27,2,3,4,1,2,0,6,0,1,1,3,0
ov65k6,0,11,6,6,9,5,0,0,3,2,0,0,0,1,0,2,0,0
ov9yg8,0,22,6,6,13,6,0,1,0,2,2,2,0,0,0,2,0,0
ova9ym,1,12,5,2,58,13,0,0,4,2,1,1,1,0,0,0,0,0
ov7i52,0,1,6,8,7,2,0,0,0,0,3,0,0,0,0,0,0,0
ov9vak,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ov8m74,0,3,4,3,2,1,5,0,2,0,0,1,0,0,0,0,1,0
ov7g6g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovev3m,6,30,11,18,20,8,1,0,2,4,2,4,0,0,0,2,0,0
ove0d1,1,36,16,28,24,50,1,4,2,0,2,1,2,1,0,0,0,0
oveyl6,0,13,2,13,5,2,0,0,0,1,2,0,0,0,0,10,0,0
ovep0w,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
ovd3hi,0,9,1,3,17,17,0,0,1,0,1,0,3,0,0,0,0,0
ovgp3c,0,16,8,11,23,20,7,0,2,0,6,0,23,0,0,5,0,0
ovh0ui,0,5,1,0,5,4,0,0,0,0,1,1,0,0,0,1,0,0
ovcup9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovdgbs,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ovf95m,0,3,0,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0
ovfn33,0,4,2,13,18,5,0,0,1,0,7,1,0,0,1,0,0,0
ovcma5,0,0,4,2,4,0,1,0,0,1,0,0,0,0,0,0,1,0
ovg8cl,0,5,2,23,15,8,0,0,0,0,7,0,1,0,0,0,1,0
ove92t,0,4,4,2,1,6,2,1,1,0,0,0,0,0,0,0,0,0
ovfvnu,0,11,13,6,6,2,0,0,0,0,0,0,0,0,0,5,0,0
ovfh8j,0,4,4,0,5,8,0,1,0,2,5,1,2,0,1,2,0,2
ovdp6b,0,6,8,11,6,15,2,0,1,0,4,0,0,1,0,0,0,0
ovd2d8,0,2,1,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
ovbutg,0,13,18,26,2,5,0,0,0,7,4,0,0,0,0,0,1,0
ovf3ij,0,9,4,5,5,11,0,0,0,0,1,2,1,0,0,0,0,0
ovi9ll,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovhnmt,0,16,4,1,3,0,0,0,5,0,0,0,26,0,0,0,0,0
ovis74,0,11,2,12,3,42,2,1,0,2,0,0,0,1,0,0,0,0
ovh2xc,0,13,4,4,3,27,1,0,2,0,0,0,0,0,0,0,2,0
ovhqga,0,0,1,5,10,1,0,0,0,0,1,0,0,0,0,0,0,0
ovi7io,1,2,6,1,9,5,1,0,0,0,0,0,0,0,0,0,0,0
ovhmqv,0,8,10,12,6,3,1,1,1,10,3,0,0,0,0,0,0,0
ovm4j2,1,17,9,9,17,19,9,0,0,0,3,0,2,0,0,0,0,0
ovo9rr,0,15,6,2,39,12,2,0,0,1,1,1,0,0,0,0,0,0
ovm5r2,0,7,1,2,2,8,0,0,0,0,0,2,0,0,0,0,0,0
ovmjzc,0,26,8,11,16,4,1,0,2,0,2,4,2,0,0,0,0,0
ovpmnb,0,4,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ovlnc6,0,3,0,1,15,5,1,0,2,1,0,0,0,0,0,0,1,0
ovkew6,0,13,1,11,10,9,0,0,0,1,0,0,0,0,0,0,0,0
ovj34y,0,11,12,4,5,13,0,0,1,1,1,1,12,0,0,2,0,0
